date,AAPL,MSFT,GOOGL,AMZN,META,NVDA,TSLA,JPM,V,WMT
2022-03-01,0.01848698308795265,-0.12500000000000003,-0.12500000000000003,0.024352511950205546,0.09168122324635279,0.027329204003348317,0.19205815641598203,0.1460919212961586,-0.12500000000000003,-0.12500000000000003
2022-03-02,0.1078015409987522,-0.09999999999999999,0.12295090769783365,0.1162961508241026,-0.09999999999999999,-0.09999999999999999,-0.09999999999999999,-0.09999999999999999,0.12713747525969954,0.025813925219611986
2022-03-03,-0.09899577643696808,0.10281963544512872,0.0675337663283049,-0.09899577643696808,0.1353944955390172,-0.09899577643696808,-0.09899577643696808,0.19425210268754922,-0.09899577643696808,-0.005021117815159686
2022-03-04,0.060994063186669625,-0.12218071944333508,0.07434806402202986,0.0684819687181046,-0.12218071944333508,0.07228199927179367,-0.12218071944333508,0.2238939048014023,-0.12218071944333508,-0.011277122226659596
2022-03-07,-0.09999999999999999,-0.09999999999999999,0.03799321007111079,-0.09999999999999999,0.09422539389900851,-0.09999999999999999,0.18419973081273483,0.14299722148384947,0.04058444373329637,-0.09999999999999999
2022-03-08,-0.16666666666666666,-0.16666666666666666,0.014367366823388081,0.008963767030109888,0.08813867082503145,0.012464195040651244,0.2061764866979373,0.15212269339987639,0.017766820183005728,-0.16666666666666666
2022-03-09,-0.06250000000000001,0.3639329502725657,-0.06250000000000001,-0.06250000000000001,-0.06250000000000001,-0.06250000000000001,-0.06250000000000001,-0.06250000000000001,-0.06250000000000001,0.13606704972743433
2022-03-10,-0.09999999999999999,0.15329666845631912,0.10900969845970275,-0.09999999999999999,-0.09999999999999999,0.10681242453966555,-0.09999999999999999,-0.09999999999999999,0.11293447828106458,0.01794673026324801
2022-03-11,-0.08333333333333334,-0.08333333333333334,-0.08333333333333334,0.12078490900634967,0.21280223117464026,-0.08333333333333334,-0.08333333333333334,-0.08333333333333334,0.13101584506321876,0.035397014755791344
2022-03-14,-0.08333333333333334,0.08437441233999676,-0.08333333333333334,-0.08333333333333334,-0.08333333333333334,0.05359719049929359,0.20167399489043317,0.16035440227027636,-0.08333333333333334,-0.08333333333333334
2022-03-15,-0.09999999999999998,0.06354792625332399,-0.09999999999999998,0.030924688356642874,0.08994606288057048,-0.09999999999999998,0.17793801240874974,0.13764331010071287,-0.09999999999999998,-0.09999999999999998
2022-03-16,-0.07142857142857142,0.12619040385019878,-0.07142857142857142,-0.07142857142857142,0.15808792055404874,-0.07142857142857142,-0.07142857142857142,0.21572167559575253,-0.07142857142857142,-0.07142857142857142
2022-03-17,-0.08333333333333334,-0.08333333333333334,-0.08333333333333334,-0.08333333333333334,0.10443142305471385,-0.08333333333333334,0.19141288882826912,0.1515809236490038,0.05257476446801327,-0.08333333333333334
2022-03-18,0.033830797073518576,0.0740121546301066,0.04358747072835574,-0.1,-0.1,-0.1,0.1957212206894178,0.15284835687860124,-0.1,-0.1
2022-03-21,0.03498063089622968,0.08301321437280161,0.04664370726490752,0.04152039490637737,0.11658845668300076,-0.12500000000000003,-0.12500000000000003,0.1772535958766831,-0.12500000000000003,-0.12500000000000003
2022-03-22,0.07502109605484804,0.12256542880226935,0.08656561736924852,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,0.2158478577736341,-0.08333333333333333,-0.08333333333333333
2022-03-23,-0.07142857142857142,-0.07142857142857142,0.08847351626151015,-0.07142857142857142,0.15363355989568392,-0.07142857142857142,0.257892923842806,-0.07142857142857142,-0.07142857142857142,-0.07142857142857142
2022-03-24,0.06462596869100243,0.12086304161483805,-0.12268109986384106,0.07228279576387342,0.160173301725146,-0.12268109986384106,-0.12268109986384106,-0.12268109986384106,0.08205489220514019,-0.009275600544635713
