date,AAPL,MSFT,GOOGL,AMZN,META,NVDA,TSLA,JPM,V,WMT
2022-03-01,-0.019214818608779126,-0.0738612419626006,-0.0738612419626006,-0.06312877371485667,-0.04732168593907913,-0.0738612419626006,0.5000000000000001,-0.00102851192428213,-0.0738612419626006,-0.0738612419626006
2022-03-02,0.40636947103503107,-0.09110837556254452,0.0870350683954616,0.0065954605695073415,-0.09110837556254452,-0.09110837556254452,-0.09110837556254452,-0.09110837556254452,-0.04127498201582368,-0.0031831401714537905
2022-03-03,-0.0851595038575893,-0.0851595038575893,0.039134192106451075,-0.0851595038575893,0.0834122925547366,-0.0851595038575893,-0.0851595038575893,0.3774535153388123,-0.050389901739575894,-0.02381257897247756
2022-03-04,-0.0967055802811224,-0.0967055802811224,0.19011150623770257,0.06060096436900646,-0.0967055802811224,0.2044304493482815,-0.0967055802811224,-0.0967055802811224,-0.016472098594387974,0.04485708004500943
2022-03-07,-0.06885825608547257,-0.06885825608547257,-0.049561394130709216,-0.06885825608547257,-0.04268712439930702,-0.06885825608547257,0.49703659609966006,0.0029634039003398004,-0.06346020104262096,-0.06885825608547257
2022-03-08,-0.02280660350452656,-0.02640014525664365,-0.07783105574152745,-0.07783105574152745,-0.07783105574152745,-0.05714348356432453,0.5000000000000001,-0.004494488966868066,-0.07783105574152745,-0.07783105574152745
2022-03-09,-0.09203348082481803,0.395045774575846,0.09457322525342085,0.010312081979660508,-0.09203348082481803,-0.09203348082481803,-0.09203348082481803,-0.09203348082481803,-0.03983259587590989,6.891819107262626e-05
2022-03-10,-0.0967055802811224,-0.0967055802811224,0.19011150623770257,0.06060096436900646,-0.0967055802811224,0.2044304493482815,-0.0967055802811224,-0.0967055802811224,-0.016472098594387974,0.04485708004500943
2022-03-11,-0.0952450801544337,-0.0952450801544337,-0.0952450801544337,0.044880639965045724,0.25126182893695437,0.17300124805519523,-0.0952450801544337,-0.0952450801544337,-0.023774599227831532,0.030856283042804612
2022-03-14,-0.02280660350452656,-0.02640014525664365,-0.07783105574152745,-0.07783105574152745,-0.07783105574152745,-0.05714348356432453,0.5000000000000001,-0.004494488966868066,-0.07783105574152745,-0.07783105574152745
2022-03-15,-0.023438454141716143,-0.02703633895612553,-0.0785294075188593,-0.0785294075188593,-0.05177396125524476,-0.0785294075188593,0.5000000000000001,-0.005104208052617124,-0.0785294075188593,-0.0785294075188593
2022-03-16,-0.023438454141716143,-0.02703633895612553,-0.0785294075188593,-0.0785294075188593,-0.05177396125524476,-0.0785294075188593,0.5000000000000001,-0.005104208052617124,-0.0785294075188593,-0.0785294075188593
2022-03-17,-0.023438454141716143,-0.02703633895612553,-0.0785294075188593,-0.0785294075188593,-0.05177396125524476,-0.0785294075188593,0.5000000000000001,-0.005104208052617124,-0.0785294075188593,-0.0785294075188593
2022-03-18,-0.022703767925847683,-0.026296602831603025,-0.058017389360066646,-0.07771739690363694,-0.07771739690363694,-0.07771739690363694,0.5000000000000001,-0.004395255364297926,-0.07771739690363694,-0.07771739690363694
2022-03-21,0.13963309431247609,0.12414736059401991,-0.012574661543122327,-0.09748506769137556,0.017673626299446896,-0.09748506769137556,-0.09748506769137556,0.2185459187940572,-0.09748506769137556,-0.09748506769137556
2022-03-22,0.20303625711100548,-0.07919813173054617,-0.07919813173054617,-0.023767758967613267,-0.07919813173054617,-0.07919813173054617,-0.07919813173054617,0.2969637428889945,-0.05092612430799933,-0.02931545807165646
2022-03-23,-0.02013400414909013,-0.07487717012345378,-0.055274013547666256,-0.07487717012345378,-0.048290630124766774,-0.07487717012345378,0.5000000000000001,-0.0019155015612080115,-0.07487717012345378,-0.07487717012345378
2022-03-24,0.22772200133678674,0.20708497706350976,-0.08827292366158444,-0.026212036766301874,0.06519302159970357,-0.08827292366158444,-0.08827292366158444,-0.08827292366158444,-0.08827292366158444,-0.03242334492577578
2022-03-25,-0.02280660350452656,-0.02640014525664365,-0.07783105574152745,-0.07783105574152745,-0.07783105574152745,-0.05714348356432453,0.5000000000000001,-0.004494488966868066,-0.07783105574152745,-0.07783105574152745
2022-03-28,-0.020235830975568393,-0.07498971403979364,-0.07498971403979364,-0.07498971403979364,-0.0483979691843322,-0.05440386789643861,0.5,-0.002013761744692526,-0.07498971403979364,-0.07498971403979364
2022-03-29,-0.09715304309498522,-0.09715304309498522,0.19556337578195546,0.047791114063438535,-0.09715304309498522,0.20745597179079395,-0.09715304309498522,-0.09715304309498522,-0.014234784525073948,0.04918953836381202
2022-03-30,-0.09718168837672152,-0.09718168837672152,0.19874171492239742,0.04927983734350962,-0.09718168837672152,0.20831599776417772,-0.09718168837672152,-0.09718168837672152,-0.014091558116392382,0.043662449969915244
2022-03-31,-0.08454225481425115,-0.08454225481425115,0.04462472170344907,-0.08454225481425115,0.08774711943601429,-0.08454225481425115,-0.08454225481425115,0.3676281588605366,-0.04929825095505377,-0.02799047497369046
2022-04-01,-0.020873799220178395,-0.029725425192045386,-0.07744165586202903,-0.07744165586202903,-0.05377035539919017,-0.07744165586202903,0.5,-0.008422140878440877,-0.07744165586202903,-0.07744165586202903
2022-04-04,-0.09379015167303328,-0.09379015167303328,-0.09379015167303328,0.03316826466893626,0.26973406207957384,0.19709767325148983,-0.09379015167303328,-0.09379015167303328,-0.027748049151603425,-0.003301192483230249
2022-04-05,-0.09541912768182814,-0.09541912768182814,0.2156762432347398,0.04433619498037915,-0.09541912768182814,0.2079537455756818,-0.09541912768182814,-0.09541912768182814,-0.022904361590859262,0.03203381620919934
2022-04-06,0.17003149460278497,-0.08040386901803123,-0.08040386901803123,-0.044994445631653814,-0.08040386901803123,-0.003177603907785671,-0.08040386901803123,0.329968505397215,-0.08040386901803123,-0.049808605370404276
2022-04-07,-0.09407719577227198,-0.09407719577227198,-0.09407719577227198,0.021912252953783115,0.3020060175018898,0.16745087035277464,-0.09407719577227198,-0.09407719577227198,-0.029614021138640145,0.008630859191552433
2022-04-08,-0.09375783879665647,-0.09375783879665647,0.16661741012506587,0.017333145143246353,0.2946138256268566,-0.09375783879665647,-0.09375783879665647,-0.09375783879665647,-0.031210806016717524,0.021435619104831133
2022-04-11,0.11004632028676524,0.10356753850360656,-0.07802407660427153,-0.04819828810854672,-0.07802407660427153,-0.07802407660427153,-0.07802407660427153,0.28638614120962824,-0.06168132887009562,-0.07802407660427153
2022-04-12,-0.03594650139635577,-0.03780785617126425,-0.07231928131953115,-0.07231928131953115,-0.07231928131953115,-0.07231928131953115,0.49790263364031156,0.002097366359688476,-0.07231928131953115,-0.06464923583472426
2022-04-13,-0.09332177813551898,-0.09332177813551898,-0.09332177813551898,0.00191280683665304,0.2594647320051696,0.1805159713645333,-0.09332177813551898,-0.09332177813551898,-0.03339110932240511,0.05810648979364416
2022-04-14,-0.06875485911436788,-0.03775352647628379,-0.05538687646395471,-0.06308530148792206,-0.06875485911436788,-0.06875485911436788,0.4928361865106864,0.007163813489313519,-0.06875485911436788,-0.06875485911436788
2022-04-18,-0.03363532448783716,-0.04016424442621901,-0.0735565012440291,-0.0735565012440291,-0.058417924865798304,-0.0735565012440291,0.49705361207887366,0.002946387921126233,-0.0735565012440291,-0.0735565012440291
2022-04-19,0.3964718663335392,-0.08707595195253431,-0.08707595195253431,-0.013885708245504315,-0.08707595195253431,0.09001491197508409,-0.08707595195253431,-0.08707595195253431,-0.05073453199182413,0.013513221691376625
2022-04-20,0.1562902312906432,-0.0746139893684353,-0.0746139893684353,-0.04063409419948262,-0.0746139893684353,-0.0746139893684353,-0.0746139893684353,0.34370976870935677,-0.05763703595090644,-0.028658923007434462
